AMFI Code,Fund Name,Category,1Y CAGR (%),3Y CAGR (%),5Y CAGR (%),Risk Score,Score
149329,Nippon India Taiwan Equity Fund,Other Equity,139.93263935396203,59.99071189160618,,10,27.994427134963708
119277,DSP World Gold Mining Overseas Equity Omni FoF,Other Equity,79.77251058365044,58.075554405967765,30.104600891468603,9,27.645332643580655
SMH,VanEck Semiconductor ETF,International,92.52945190915358,58.10538756338599,35.93242931602643,10,26.86323253803159
148928,Mirae Asset NYSE FANG + ETF Fund of Fund,Other Equity,30.952731556471825,51.33192160515725,32.562809442460484,8,24.399152963094345
149760,Nippon India Silver ETF FOF,Other Equity,100.43418789836034,46.28466144813117,,9,20.570796868878702
151731,UTI Silver ETF Fund of Fund,Other Equity,100.84948989960574,46.82816076477651,,10,20.096896458865906
150615,Axis Silver Fund of Fund,Other Equity,100.8890864636586,46.65560940322098,,10,19.993365641932588
149775,ICICI Prudential Silver ETF FOF,Other Equity,100.51890121679233,46.60461835015055,,10,19.962771010090332
150581,Edelweiss Gold and Silver ETF FOF,Other Equity,80.67108490319887,42.432013006736405,,7,19.85920780404184
150737,HDFC Silver ETF Fund of Fund,Other Equity,100.61409534997141,46.410250707130096,,10,19.846150424278058
151603,Kotak Silver ETF Fund of Fund,Other Equity,101.87745616440145,46.38125660973229,,10,19.828753965839372
151750,HDFC Defence Fund,Other Equity,33.83543353083536,42.34884879512286,,7,19.809309277073716
149780,Aditya Birla Sun Life Silver ETF FOF,Other Equity,100.19952868989125,46.31023203974649,,10,19.786139223847893
145552,Motilal Oswal Nasdaq 100 Fund of Fund,Other Equity,63.382139650528366,40.87768133435088,24.74484182254928,6,19.726608800610528
EWY,iShares MSCI South Korea ETF,International,138.8315714488999,44.39994839821213,17.478636508769263,9,19.43996903892728
EWT,iShares MSCI Taiwan ETF,International,78.87604355534185,41.150763004113756,20.09428414002219,7,19.09045780246825
115132,Quantum Gold ETF FOF,Other Equity,54.08692174517058,36.662104041405776,25.380853056441953,4,18.797262424843467
119788,SBI GOLD FUND,Other Equity,53.65017922562678,36.4284107433513,25.356888856405703,4,18.65704644601078
119781,Kotak Gold Fund Growth,Other Equity,53.758817216884225,36.42032511487954,25.118880695838275,4,18.652195068927725
118663,Nippon India Gold Savings Fund,Other Equity,53.35543189088649,36.26599224036735,25.10315358425168,4,18.559595344220412
150714,UTI Gold ETF Fund of Fund,Other Equity,53.92283580761805,36.84350294095442,,5,18.106101764572653
120685,ICICI Prudential Gold ETF FOF,Other Equity,53.736624582460536,36.44833621668355,25.266227838012824,5,17.86900173001013
120473,Axis Gold Fund,Other Equity,53.33965427825096,36.065010316532394,25.18232858571665,5,17.639006189919435
150597,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund,Other Equity,53.95469085491433,38.72931333950906,,7,17.637588003705435
120546,Aditya Birla Sun Life Gold Fund,Other Equity,53.857233354449384,36.56648190463807,25.306704249232958,6,17.139889142782838
151974,LIC MF Gold ETF Fund of Fund,Other Equity,51.64524712469569,36.24916828551892,,7,16.14950097131135
SLV,iShares Silver Trust,International,66.25180866891354,40.14060394244516,21.425836793724518,10,16.084362365467097
149455,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund,Other Equity,79.33681847303502,36.087791022025975,,7,16.052674613215583
149170,Mirae Asset S&P 500 Top 50 ETF Fund of Fund,Other Equity,24.554668967004535,35.945647140668235,,7,15.96738828440094
VLUE,iShares MSCI USA Value Factor ETF,International,74.41392057191123,32.50548676671574,17.16311958793002,5,15.503292060029445
148662,Kotak US Specific Equity Passive FOF,Other Equity,40.61560046511181,33.3922651363485,20.871296747803882,6,15.235359081809097
149291,Aditya Birla Sun Life US Equity Passive FOF,Other Equity,40.70724906510663,33.2508981940701,,6,15.15053891644206
150751,Axis NASDAQ 100 US Specific Equity Passive FOF,Other Equity,40.008347398546995,32.834546785202726,,6,14.900728071121634
GLD,SPDR Gold Shares,International,29.841984669528298,31.484791170110384,18.987480014175585,5,14.890874702066231
149961,Invesco India,Other Equity,37.71860261279685,32.35781476934589,,6,14.614688861607533
149910,Navi NASDAQ100 US Specific Equity Passive FOF,Other Equity,41.07463904790267,33.13039611211153,,7,14.278237667266914
149219,ICICI Prudential NASDAQ 100 Index Fund,Other Equity,40.520758204111075,32.93370497437398,,7,14.160222984624387
MTUM,iShares MSCI USA Momentum Factor ETF,International,28.25749939432436,31.04989605859736,13.380384116194177,6,13.829937635158412
119252,DSP US Specific Equity Omni FoF,Other Equity,44.22377030724407,29.494247623595005,19.901131961185172,5,13.696548574157003
COPX,Global X Copper Miners ETF,International,88.28801045940887,36.15700355542999,22.439852194737718,10,13.694202133257992
120043,HSBC Global Emerging Market Fund,Other Equity,55.70766066045354,29.336578972041227,13.759374747096098,5,13.601947383224736
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund,Other Equity,59.05264557570551,29.286559735669382,12.63109107962299,5,13.57193584140163
XLK,Technology Select Sector SPDR,International,40.154074186726675,31.91497814949038,20.411628902315094,7,13.548986889694227
120531,Invesco India Gold ETF Fund of Fund,Other Equity,52.4552995455124,35.75811467431258,24.82242472974363,10,13.454868804587548
149816,DSP Global Innovation Overseas Equity Omni FoF,Other Equity,34.516612411512426,30.15969973899817,,6,13.295819843398903
149180,HDFC Developed World Overseas Equity Passive FOF,Other Equity,33.06183115338883,27.265264163843206,,4,13.159158498305924
EWS,iShares MSCI Singapore ETF,International,26.730363384435442,28.526949900283437,12.76937514024803,5,13.11616994017006
138456,PGIM India Emerging Markets Equity Fund of Fund,Other Equity,39.37691521961186,29.348922812677824,5.612034236761043,6,12.809353687606691
151901,HDFC Transportation and Logistics Fund,Other Equity,17.807219446471677,28.00608846288961,,5,12.803653077733767
148063,Edelweiss US Technology Equity Fund of Fund,Other Equity,32.66137034357814,33.17142108524358,16.788480672204642,9,12.702852651146149
119279,DSP World Mining Overseas Equity Omni FoF,Other Equity,78.98177778433195,31.76294902030319,20.791523989951433,8,12.657769412181912
149830,Navi Total Stock Market US Specific Equity Passive FoF,Other Equity,34.12537478985771,27.408081303752695,,5,12.444848782251615
119779,Kotak Global Emerging Market overseas Equity Omni FOF,Other Equity,49.44821440811571,27.21151620824649,13.657389740774285,5,12.326909724947892
148381,Motilal Oswal S&P 500 Index Fund,Other Equity,33.063793654132276,27.109961215663137,18.154261771144874,5,12.265976729397881
147946,BANDHAN SMALL CAP FUND,Small Cap,11.934929137593642,26.981184355593378,20.80468298451219,5,12.188710613356026
120351,LIC MF Infrastructure Fund,Other Equity,15.417747794499226,26.926832516581655,24.331764678654146,5,12.15609950994899
140296,Edelweiss Europe Dynamic Equity Offshore Fund,Other Equity,30.031997728488903,26.923106964437782,16.368515965761766,5,12.153864178662669
148954,Axis Global Innovation Fund of Fund,Other Equity,31.852791878172603,27.99430001106058,14.54100423774134,6,11.996580006636346
148760,SBI US Specific Equity Active FoF,Other Equity,32.116269364918246,27.919027282118524,17.680245185494957,6,11.951416369271112
151036,HSBC Midcap Fund,Mid Cap,21.563010599876108,26.337101869607626,,5,11.802261121764575
150685,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND,Other Equity,17.5669099756691,26.16641636974841,,5,11.699849821849046
120403,Invesco India Midcap Fund,Mid Cap,10.499999999999998,26.13061504192451,21.874738795907977,5,11.678369025154705
150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,Mid Cap,16.639574405201717,24.46046564838875,,4,11.476279389033252
147919,ITI Small Cap Fund,Small Cap,21.323367218962485,27.09677302437401,20.66099563161332,6,11.458063814624403
VYMI,Vanguard Intl High Div Yield,International,28.687972292488737,24.202898354745763,13.977266293766966,4,11.321739012847456
145137,Invesco India Smallcap Fund,Small Cap,15.700534759358288,24.961026811026166,21.629425541936985,5,10.9766160866157
120357,Invesco India Large & Mid Cap Fund,Mid Cap,8.946158896913992,24.83056371315353,18.989140897713796,5,10.898338227892118
149059,Kotak Global Innovation Overseas Equity Omni FOF,Other Equity,37.35706816878606,26.12620273971562,10.529663330050587,6,10.87572164382937
EWC,iShares MSCI Canada ETF,International,31.8282286745581,24.530966332926553,13.046110001721246,5,10.718579799755931
150643,ICICI Prudential Nifty Auto Index Fund,Index / Large Cap,15.803116410552365,24.437765400268518,,5,10.66265924016111
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,Small Cap,28.350918327471675,24.427094768305736,21.92509765735855,5,10.65625686098344
120381,ICICI Prudential MidCap Fund,Mid Cap,16.76130451586051,24.412541330664283,19.495136930439738,5,10.64752479839857
151739,UTI Nifty 500 Value 50 Index Fund,Index / Large Cap,14.560793073985234,25.47539372157679,,6,10.485236232946072
QQQ,Invesco Nasdaq 100 ETF,International,24.92692917188095,26.794857319872968,15.338780141934727,7,10.476914391923778
URA,Global X Uranium ETF,International,16.587449500904828,30.575888910264215,23.864711142217065,10,10.345533346158529
140228,Edelweiss Mid Cap Fund,Mid Cap,10.286027674654076,23.90023088744777,20.728951905848515,5,10.34013853246866
SCHG,Schwab US Large-Cap Growth ETF,International,15.188286829377006,25.177758724826973,14.018387627454953,6,10.306655234896182
133386,Motilal Oswal ELSS Tax Saver Fund,ELSS (Tax Saving),13.402167542898935,23.781280874736254,18.56758706084807,5,10.268768524841752
VUG,Vanguard Growth ETF,International,14.563385732185385,24.90071391082438,12.98151202536304,6,10.140428346494627
148733,ITI Mid Cap Fund,Mid Cap,14.325970761021068,23.473560739329336,18.42494588225565,5,10.084136443597602
149383,Axis Multicap Fund,Flexi Cap,11.89967982924227,22.029324499390768,,4,10.017594699634461
148457,Nippon India Multi Asset Allocation Fund,Flexi Cap,17.491166832577832,20.673579131079588,16.682291073390786,3,10.004147478647752
EZA,iShares MSCI South Africa ETF,International,26.636592819699256,27.03955143220047,12.379033751737989,8,9.82373085932028
147704,Motilal Oswal Large and Midcap Fund,Mid Cap,12.093358985829838,24.24643324807225,20.146145110773595,6,9.747859948843349
150915,Mahindra Manulife Small Cap Fund,Small Cap,16.99256553545019,22.517720868340984,,5,9.51063252100459
151290,HSBC Multi Cap Fund,Flexi Cap,11.804658354476993,21.12655124234064,,4,9.475930745404384
142110,Mahindra Manulife Mid Cap Fund,Mid Cap,14.88333767255099,22.381875084690293,20.49759871357997,5,9.429125050814175
IVV,iShares Core S&P 500 ETF,International,20.704388659436603,22.308772793791775,13.39916714820022,5,9.385263676275065
VOO,Vanguard S&P 500 ETF,International,20.69317195899474,22.297311840834432,13.396567495756928,5,9.378387104500659
XBI,SPDR S&P Biotech ETF,International,78.29819284145849,27.61292479898172,5.7888430634632115,9,9.367754879389032
148404,BANK OF INDIA Flexi Cap Fund Direct Plan,Flexi Cap,15.829486831387452,22.266270890370855,18.43130133091706,5,9.359762534222513
SPY,SPDR S&P 500 ETF,International,20.620803923746788,22.204334274566605,13.332249466900548,5,9.322600564739963
127042,Motilal Oswal Midcap Fund,Mid Cap,1.2135396241054863,22.07207974667835,23.705042939141997,5,9.24324784800701
VTI,Vanguard Total Stock Market,International,21.123820810147098,22.022826862362564,12.43705679466489,5,9.213696117417538
119581,Sundaram Mid Cap Fund Direct Plan,Mid Cap,10.460174443065394,21.871591786316436,19.23610700509082,5,9.122955071789862
118665,Nippon India Growth Mid Cap Fund,Mid Cap,10.131681905479152,21.787468730109772,20.478519658559378,5,9.072481238065864
118668,Nippon India Growth Mid Cap Fund,Mid Cap,10.131362144941214,21.786894524312373,20.47854173457433,5,9.072136714587424
150404,BANDHAN MIDCAP FUND,Mid Cap,11.95522225845016,20.437489674258757,,4,9.062493804555253
IWF,iShares Russell 1000 Growth ETF,International,10.00628352829047,23.064503868330235,12.689412500943265,6,9.038702320998139
150515,Navi Nifty India Manufacturing Index Fund,Index / Large Cap,14.315435024149114,20.389717744598922,,4,9.033830646759352
151745,WhiteOak Capital Multi Asset Allocation Fund Direct Plan Growth,Flexi Cap,15.041706549979494,17.70505655835679,,2,9.023033935014075
150815,JM Midcap Fund (Direct),Mid Cap,13.537632015037971,21.702359198087162,,5,9.021415518852297
151443,Bank of India Multi Cap Fund Direct Plan,Flexi Cap,14.270032930845232,20.262120793655924,,4,8.957272476193555
151649,Kotak Nifty Smallcap 50 Index Fund,Small Cap,13.973412112259975,22.92219107036244,,6,8.953314642217464
151379,ITI Flexi Cap Fund,Flexi Cap,14.18633995880203,20.235886803494594,,4,8.941532082096757
118989,HDFC Mid Cap Fund,Mid Cap,10.242149196808725,20.224006017282782,21.37366554025739,4,8.934403610369667
149763,Invesco India Flexi Cap Fund,Flexi Cap,3.7819253438113876,20.223298890923736,,4,8.933979334554241
150659,LIC MF Multi Cap Fund,Flexi Cap,11.898679929400767,20.21812742426361,,4,8.930876454558167
149790,Mirae Asset Nifty India Manufacturing ETF FOF,Index / Large Cap,14.29650817637218,20.20562477405148,,4,8.923374864430887
129046,Motilal Oswal Flexi cap Fund Direct Plan,Flexi Cap,3.976377606252357,21.52828553427142,13.653889257030837,5,8.916971320562851
ACWI,iShares MSCI ACWI ETF,International,21.83165496950725,21.520902883433113,11.361280032538556,5,8.912541730059868
149894,Axis Nifty Smallcap 50 Index Fund,Small Cap,14.264182041953788,22.841360861423254,,6,8.904816516853952
URTH,iShares MSCI World ETF,International,20.69064237135492,21.49378207165624,11.809682939290056,5,8.896269242993744
148815,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Small Cap,14.139497657776424,22.79589758357703,15.013845573240525,6,8.877538550146218
119775,Kotak Midcap Fund,Mid Cap,9.070414730293063,20.126751597413485,18.673444301147768,4,8.87605095844809
131865,Aditya Birla Sun Life Multi Asset Omni FoF,Flexi Cap,17.75628780417191,18.777524631022512,14.468822096195488,3,8.866514778613507
SCHF,Schwab Intl Equity ETF,International,27.369516701321793,21.360921474894656,10.536525968706712,5,8.816552884936794
SPDW,SPDR Portfolio Developed World,International,26.671794209185663,21.355798873356214,10.193390571277106,5,8.813479324013729
IWD,iShares Russell 1000 Value ETF,International,31.576458053726174,20.018600848631717,11.963302028325028,4,8.811160509179029
150930,ICICI Prudential Nifty Pharma Index Fund,Index / Large Cap,19.52191701443966,19.992030911349556,,4,8.795218546809732
VT,Vanguard Total World Stock,International,22.045141041321116,21.32029446823609,11.232687057456946,5,8.792176680941653
XLF,Financial Select Sector SPDR,International,11.88114413794259,21.301987539199164,10.818929936753886,5,8.781192523519499
VEA,Vanguard Developed Markets,International,26.65056621866522,21.216480779489455,10.281284085588084,5,8.729888467693673
150212,BARODA BNP PARIBAS Mid Cap Fund,Mid Cap,14.044622021367426,19.75473822714191,,4,8.652842936285147
CWI,SPDR MSCI ACWI ex-US ETF,International,25.167337694431513,21.051234334065928,9.929990347331973,5,8.630740600439557
148666,Nippon India Multi,Flexi Cap,13.149698571053015,18.38152930040802,16.71526008882982,3,8.62891758024481
151796,360 ONE FLEXICAP FUND,Flexi Cap,10.724740473273586,19.57505454534656,,4,8.545032727207936
150817,Canara Robeco Mid Cap Fund,Mid Cap,7.980187121629045,19.45597934092993,,4,8.473587604557956
VTV,Vanguard Value ETF,International,28.159512499695417,19.412417878701802,12.711869025617407,4,8.447450727221081
148990,ICICI Prudential Flexicap Fund,Flexi Cap,12.55040322580645,19.334069923077003,17.057434876564393,4,8.400441953846201
119843,SBI MULTI ASSET ALLOCATION FUND,Flexi Cap,14.482022385015615,16.663473871466962,14.535481998595268,2,8.398084322880177
149185,Kotak Multicap Fund,Flexi Cap,8.040325784664294,19.2646833425028,,4,8.358810005501677
EWJ,iShares MSCI Japan ETF,International,23.880406503090136,20.596173324076172,9.816398688523353,5,8.357703994445703
152004,LIC MF Small Cap Fund,Small Cap,18.81884248838659,20.56727971626351,,5,8.340367829758106
IEMG,iShares Core MSCI Emerging,International,30.66204188691415,21.874584468918854,8.371137368069315,6,8.324750681351311
150688,Aditya Birla Sun Life Multi,Flexi Cap,14.552096569250317,17.841354501534834,,3,8.3048127009209
IXUS,iShares Core MSCI Total Intl,International,24.413400372167015,20.485296995976764,9.322880513627553,5,8.291178197586058
151307,Aditya Birla Sun Life Multi Asset Allocation Fund,Flexi Cap,16.654695113665042,17.675167186879335,,3,8.2051003121276
VYM,Vanguard High Dividend Yield ETF,International,23.850744663691593,18.97293417525223,12.451377513130634,4,8.183760505151337
VXUS,Vanguard Total Intl Stock,International,24.30125236386409,20.302738210571626,9.364048438141648,5,8.181642926342976
129649,Union Small Cap Fund,Small Cap,24.314879529152122,20.261481624071244,19.290798943778988,5,8.156888974442746
118533,Franklin India Mid Cap Fund,Mid Cap,5.65461425051359,18.911015283291555,16.145956529904183,4,8.146609169974933
150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,ELSS (Tax Saving),6.9524849808847655,18.82934911295113,,4,8.097609467770678
146772,HSBC Large & Mid Cap Fund,Mid Cap,12.830596560878016,20.05799902932126,16.491661366535414,5,8.034799417592755
120760,UTI Multi Asset Allocation Fund,Flexi Cap,8.48564095348532,17.352727130756683,14.423811746546434,3,8.01163627845401
146513,Nippon India Nifty Next 50 Junior BeES FoF,Index / Large Cap,10.388209356881163,20.009907710910667,14.166679817771088,5,8.0059446265464
148745,Kotak Nifty Next 50 Index Fund,Index / Large Cap,10.18508693477238,19.99506974259393,14.294498538857138,5,7.9970418455563586
143341,UTI Nifty Next 50 Index Fund,Index / Large Cap,10.126067507116709,19.97404199288917,14.12788205637252,5,7.984425195733502
151937,LIC MF Nifty Next 50 Index Fund,Index / Large Cap,10.39016207344099,19.96760955819681,,5,7.980565734918086
150899,Edelweiss Nifty Next 50 Index Fund,Index / Large Cap,10.149782083246105,19.957500575204556,,5,7.974500345122733
118419,Bandhan Large & Mid Cap Fund,Mid Cap,6.171754047286848,19.95544464278587,18.297597390312493,5,7.973266785671521
147796,Motilal Oswal Nifty Next 50 Index Fund,Index / Large Cap,10.058435702196178,19.946263028793364,14.132259907055623,5,7.967757817276018
149466,Axis Nifty Next 50 Index Fund,Index / Large Cap,10.234937385844066,19.941140195475747,,5,7.964684117285447
148945,SBI Nifty Next 50 Index Fund,Index / Large Cap,10.09484082956389,19.941019957537964,14.126148537773297,5,7.964611974522779
146381,DSP Nifty Next 50 Index Fund,Index / Large Cap,10.089522806467155,19.898014339658477,14.157211604935615,5,7.938808603795087
